"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
35,12584,"one_slider",1,"Maya",0.32,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
35,17245,"one_slider",2,"Tom",0.62,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
35,4775,"one_slider",3,"Jennifer",0.66,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
35,6975,"one_slider",4,"William",0.38,"proud","most proud","lexical","neg_positive","not proud","person","male",0,"most humble","humble"
35,8232,"one_slider",5,"Michael",0.51,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","male",0,"most ugly","ugly"
35,4824,"one_slider",6,"Gabriel",0.72,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
35,10191,"one_slider",7,"Stephen",0.26,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
35,33297,"one_slider",8,"Lee",0.5,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
35,4439,"one_slider",9,"Greg",0.28,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
35,3232,"one_slider",10,"Stephanie",0.68,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
35,3759,"one_slider",11,"Laura",0.19,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
35,4576,"one_slider",12,"Veronica",0.74,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
35,6536,"one_slider",13,"Monica",0.57,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
35,4007,"one_slider",14,"Eric",0.2,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
35,6624,"one_slider",15,"Lucas",0.78,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
35,4687,"one_slider",16,"John",0.17,"wise","most wise","lexical","antonym","foolish","person","male",0,"most foolish","foolish"
36,12314,"one_slider",1,"John",0.5,"fat","fattest","lexical","neg_antonym","not skinny","person","male",1,"skinniest","skinny"
36,4555,"one_slider",2,"Maya",0.23,"rich","richest","lexical","antonym","poor","person","female",1,"poorest","poor"
36,2578,"one_slider",3,"Greg",0.2,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
36,6092,"one_slider",4,"Sophia",0.75,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
36,2695,"one_slider",5,"William",0.1,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
36,10227,"one_slider",6,"Alexander",0.87,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
36,2759,"one_slider",7,"Veronica",0.18,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
36,4221,"one_slider",8,"David",0.55,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","male",0,"most uninteresting","uninteresting"
36,2854,"one_slider",9,"Monica",0.24,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
36,2319,"one_slider",10,"Michael",0.22,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
36,4181,"one_slider",11,"Kim",0.93,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
36,3043,"one_slider",12,"Kathleen",0.83,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
36,2350,"one_slider",13,"Eric",0.19,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
36,4063,"one_slider",14,"Lee",0.8,"friendly","most friendly","morphological","positive","friendly","person","male",0,"most unfriendly","unfriendly"
36,2756,"one_slider",15,"Stephen",0.9,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
36,3134,"one_slider",16,"Stephanie",0.1,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
37,10007,"one_slider",1,"Jennifer",0.67,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
37,9655,"one_slider",2,"Claire",0.83,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
37,4888,"one_slider",3,"Melinda",0.06,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
37,4471,"one_slider",4,"Julia",0.83,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
37,8312,"one_slider",5,"Michael",0.27,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
37,5728,"one_slider",6,"Greg",0.22,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
37,4727,"one_slider",7,"Eric",0.21,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
37,6607,"one_slider",8,"Alexander",0.73,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
37,7135,"one_slider",9,"Maya",0.84,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
37,4815,"one_slider",10,"Kathleen",0.92,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
37,5767,"one_slider",11,"Lucas",0.36,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
37,6768,"one_slider",12,"Monica",0.18,"successful","most successful","morphological","antonym","unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
37,4208,"one_slider",13,"William",0.81,"rich","richest","lexical","positive","rich","person","male",1,"poorest","poor"
37,5496,"one_slider",14,"Kim",0.39,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
37,7231,"one_slider",15,"Stephanie",0.55,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
37,4991,"one_slider",16,"Tom",0.16,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
38,6151,"one_slider",1,"Sophia",0.97,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
38,2894,"one_slider",2,"Laura",0.2,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
38,2814,"one_slider",3,"David",0.15,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
38,2506,"one_slider",4,"Lucas",0.84,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
38,2322,"one_slider",5,"Claire",0.67,"interesting","most interesting","morphological","positive","interesting","person","female",0,"most uninteresting","uninteresting"
38,3534,"one_slider",6,"Tom",0.52,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
38,2377,"one_slider",7,"Gabriel",0.31,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
38,5299,"one_slider",8,"Julia",0.67,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
38,3835,"one_slider",9,"Alexander",0.07,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
38,3953,"one_slider",10,"Jennifer",0.77,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
38,2702,"one_slider",11,"Lee",0.75,"hard-working","most hard-working","lexical","positive","hard-working","person","male",0,"most lazy","lazy"
38,2789,"one_slider",12,"Eric",0.26,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
38,2205,"one_slider",13,"Greg",0.04,"intelligent","most intelligent","morphological","antonym","unintelligent","person","male",0,"most unintelligent","unintelligent"
38,2323,"one_slider",14,"Kim",0.03,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
38,2561,"one_slider",15,"Michael",0.95,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
38,2553,"one_slider",16,"Michelle",0.37,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
39,19614,"one_slider",1,"John",0.26,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
39,8861,"one_slider",2,"Anthony",0.25,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
39,8766,"one_slider",3,"Lucas",0.51,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
39,7206,"one_slider",4,"Tom",0.24,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
39,9694,"one_slider",5,"Gabriel",0.48,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
39,10458,"one_slider",6,"Stephanie",0.19,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
39,7517,"one_slider",7,"Alexander",0.77,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
39,10558,"one_slider",8,"Cameron",0.5,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
39,5446,"one_slider",9,"Eric",0.74,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
39,13101,"one_slider",10,"Laura",0.76,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
39,4926,"one_slider",11,"Julia",0.23,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
39,4723,"one_slider",12,"Monica",0.81,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
39,15119,"one_slider",13,"Jennifer",0.49,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
39,5101,"one_slider",14,"Michael",0.22,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
39,5429,"one_slider",15,"Stephen",0.77,"brave","most brave","lexical","positive","brave","person","male",0,"most cowardly","cowardly"
39,9807,"one_slider",16,"Kim",0.48,"fat","fattest","lexical","neg_positive","not fat","person","female",1,"skinniest","skinny"
40,13705,"one_slider",1,"Monica",0.67,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
40,7694,"one_slider",2,"William",0.9,"beautiful","most beautiful","lexical","positive","beautiful","person","male",0,"most ugly","ugly"
40,6671,"one_slider",3,"David",0.57,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
40,23520,"one_slider",4,"John",0.15,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
40,4127,"one_slider",5,"Michelle",0.68,"mature","most mature","morphological","positive","mature","person","female",0,"most immature","immature"
40,5919,"one_slider",6,"Daniel",0.15,"wise","most wise","lexical","neg_positive","not wise","person","male",0,"most foolish","foolish"
40,14304,"one_slider",7,"Stephanie",0.23,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
40,4150,"one_slider",8,"Julia",0.63,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
40,5391,"one_slider",9,"Kathleen",0.13,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
40,6023,"one_slider",10,"Michael",0.33,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
